"Partner Country","Species","Quantity (t)"
"Other","Bass and bream","4,489"
"Greece","Bass and bream","71"
"Netherlands","Salmonids","12"
"Greece","Salmonids","2"
"Malta","Salmonids","1"
"Malta","Bass and bream","1"
