"Partner Country","Species","Quantity (t)"
"Serbia","Bass and bream","120"
"Other","Salmonids","27"
"Other","Bass and bream","21"
"Serbia","Salmonids","19"
"Montenegro","Salmonids","5"
"Albania","Salmonids","1"
